"last_name, first_name",player_id,year,k_percent,bb_percent,p_out,p_win,p_shutout,p_era,p_opp_batting_avg,p_total_strike,z_swing_miss_percent,oz_swing_miss_percent,pitch_count_fastball,pitch_count_breaking,in_zone_percent,whiff_percent,f_strike_percent,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,ch_avg_speed,ch_avg_spin,cu_avg_speed,cu_avg_spin,si_avg_speed,si_avg_spin,fc_avg_speed,fc_avg_spin,fs_avg_speed,fs_avg_spin,st_avg_speed,st_avg_spin,fastball_avg_speed,fastball_avg_spin
"Kilian, Caleb",668873,2023,15.2,6.1,16,0,0,16.88,,82,8.0,46.2,99,22,51.5,15.9,60.6,93.6,2084.0,,,,85.5,1411.0,79.3,2452.0,94.4,1971.0,88.4,2030.0,,,82.2,2339.0,92.4,2040.0
"Bachman, Sam",696147,2023,18.2,14.3,51,1,0,3.18,,190,15.3,60.0,121,190,47.2,28.3,56.6,,,60.1,88.0,2357.0,90.0,1553.0,,,96.9,2199.0,,,,,,,96.9,2199.0
"Houser, Adrian",605288,2023,20.0,7.1,334,8,0,4.12,,1185,13.2,32.0,1316,466,49.7,18.7,60.7,93.4,2192.0,16.6,82.3,2194.0,84.3,1462.0,79.4,1976.0,92.1,2060.0,,,,,,,92.5,2104.0
"Diekman, Jake",518617,2023,26.3,15.6,170,0,0,3.34,,605,23.5,33.9,672,0,50.5,26.4,54.3,95.7,2283.0,,,,87.9,1622.0,,,95.2,2165.0,88.7,2412.0,,,83.7,2852.0,95.0,2232.0
"Gilbert, Tyler",656457,2023,26.4,6.9,52,0,0,5.19,,168,22.4,37.5,209,35,47.5,27.2,62.5,92.5,2102.0,,,,,,80.4,2659.0,92.1,2083.0,88.9,2341.0,84.8,1401.0,,,90.3,2240.0
"Reyes, Gerardo",622103,2023,20.4,12.2,29,0,0,7.45,,136,19.0,40.9,146,70,55.3,23.8,51.0,96.5,2430.0,32.4,83.1,2230.0,,,,,95.3,2122.0,,,,,,,96.3,2375.0
"White, Brendan",686839,2023,24.9,8.5,122,2,0,5.09,,443,21.2,46.2,259,203,49.5,29.2,65.5,94.4,2440.0,31.1,86.7,2658.0,,,,,93.0,2326.0,,,87.2,1617.0,83.1,2824.0,94.1,2419.0
"Cox, Austin",680735,2023,22.1,11.4,107,0,0,4.54,,358,22.1,44.6,393,97,50.5,27.8,61.7,91.5,2050.0,1.6,83.4,2343.0,82.9,1661.0,77.8,2443.0,,,86.7,2293.0,,,,,90.1,2119.0
"Dunning, Dane",641540,2023,19.4,7.6,518,12,0,3.7,,1745,14.3,41.4,1518,757,50.2,22.3,63.0,90.6,2169.0,23.4,82.1,2361.0,85.7,1775.0,77.7,2173.0,90.9,2055.0,88.9,2190.0,,,,,90.2,2108.0
"White, Mitch",669952,2023,21.7,11.7,38,0,0,7.11,,160,17.9,39.5,97,132,47.4,25.6,50.0,93.9,2215.0,41.9,88.3,2284.0,85.6,1346.0,80.3,2338.0,87.6,1602.0,,,,,85.1,2386.0,93.8,2202.0
"Hudson, Dakota",641712,2023,12.7,9.6,244,6,0,4.98,,809,12.1,42.7,789,496,49.3,20.2,54.8,91.1,2168.0,32.4,85.1,2545.0,84.4,1656.0,81.3,2443.0,91.6,2069.0,,,,,,,91.4,2106.0
"Vodnik, Victor",680767,2023,27.3,6.8,26,1,0,8.31,,115,21.7,23.8,132,22,51.1,22.2,59.1,97.1,2122.0,11.8,85.2,2195.0,88.9,1721.0,,,,,,,,,,,97.1,2122.0
"Hendricks, Kyle",543294,2023,16.1,4.7,411,6,0,3.74,,1387,13.7,32.5,1167,73,45.4,21.1,67.0,87.8,2134.0,,,,80.7,2156.0,73.3,2872.0,87.5,2026.0,,,,,,,87.6,2066.0
"Sandlin, Nick",680704,2023,27.6,10.0,180,5,0,3.75,,635,24.7,47.7,463,500,48.7,32.0,61.9,92.1,2320.0,49.7,79.1,2601.0,,,,,92.4,2157.0,,,85.9,1515.0,,,92.2,2251.0
"Lange, Alex",656638,2023,27.4,15.6,198,7,0,3.68,,664,19.8,59.6,359,671,37.2,39.1,53.7,96.1,2241.0,,,,89.5,1626.0,87.0,2236.0,95.7,2179.0,,,,,,,95.8,2189.0
"Keller, Mitch",656605,2023,25.5,6.7,583,13,1,4.21,,2071,18.1,37.6,2281,249,53.8,23.2,63.8,95.2,2378.0,,,,90.7,1646.0,78.0,2604.0,93.8,2374.0,89.7,2456.0,,,82.8,2757.0,92.9,2402.0
"Englert, Mason",669438,2023,16.2,6.7,168,4,0,5.46,,622,15.4,46.9,290,348,51.5,23.6,61.3,91.1,2166.0,35.6,84.4,2173.0,83.6,1990.0,76.9,2622.0,,,,,,,,,91.1,2166.0
"Greinke, Zack",425844,2023,16.4,3.9,427,2,0,5.06,,1427,10.5,32.9,1095,756,49.0,17.3,66.4,89.5,2248.0,20.0,79.2,2464.0,86.5,1755.0,72.4,2408.0,89.8,2205.0,85.2,2437.0,,,,,89.0,2262.0
"Suarez, José",660761,2023,17.0,12.1,101,1,0,8.29,,386,24.0,40.7,287,82,50.2,28.5,59.8,92.3,2292.0,13.2,85.1,2578.0,82.0,1584.0,,,91.1,2093.0,88.1,2445.0,,,78.0,2655.0,92.0,2268.0
"Feltner, Ryan",663372,2023,18.9,13.9,130,2,0,5.82,,490,15.4,38.5,350,310,53.0,21.5,62.7,94.8,2286.0,31.1,88.6,2364.0,84.1,1596.0,79.7,2578.0,94.3,2252.0,,,,,85.4,2279.0,94.6,2272.0
"Hoeing, Bryan",663773,2023,17.4,8.2,212,2,0,5.48,,704,13.4,38.8,692,357,46.4,21.9,64.9,93.9,2083.0,31.8,83.2,2260.0,87.3,1642.0,,,94.1,2018.0,,,84.9,1092.0,,,94.1,2027.0
"Varland, Louis",686973,2023,25.1,6.0,204,4,0,4.63,,754,19.4,45.8,476,349,55.3,25.9,70.0,95.3,2221.0,32.0,89.3,2364.0,85.9,1546.0,,,95.5,2086.0,,,,,83.8,2454.0,95.3,2218.0
"Civale, Aaron",650644,2023,23.0,6.5,367,7,0,3.46,,1321,15.3,38.3,1366,606,50.2,22.7,68.7,91.8,2384.0,5.8,82.5,2865.0,,,78.1,2985.0,92.4,2270.0,87.7,2595.0,85.2,2067.0,81.3,3008.0,89.7,2468.0
"Ferrer, Jose A.",678606,2023,17.6,9.2,102,3,0,5.03,,352,14.1,29.2,416,10,51.0,18.3,56.3,95.8,2123.0,1.8,82.3,2381.0,85.4,1985.0,,,95.3,2102.0,88.0,2177.0,,,,,95.2,2113.0
"Muckenhirn, Zach",669105,2023,9.7,6.5,18,0,0,6.0,,59,12.1,42.9,62,10,45.3,21.3,54.8,91.2,2076.0,10.5,83.7,2072.0,83.7,1324.0,,,,,,,,,,,91.2,2076.0
"Winder, Josh",680739,2023,19.0,9.5,104,2,0,4.15,,355,12.8,39.5,170,238,49.1,20.3,65.3,94.5,2064.0,33.1,85.1,2196.0,89.0,1305.0,80.0,2098.0,94.8,1937.0,,,,,83.3,2416.0,94.6,2039.0
"Estrada, Jeremiah",669093,2023,23.2,21.4,32,0,0,6.75,,145,19.8,39.3,199,32,50.2,24.6,65.5,95.7,2285.0,13.1,83.1,2437.0,87.3,1862.0,75.9,2466.0,,,,,85.3,1981.0,,,95.7,2285.0
"Overton, Connor",656818,2023,16.4,12.7,33,0,0,11.45,,126,12.5,56.7,107,36,49.0,26.6,58.2,91.1,2047.0,18.0,81.7,2366.0,84.5,1802.0,,,90.6,2044.0,88.7,2202.0,,,80.7,2491.0,90.4,2083.0
"Fleming, Josh",676596,2023,11.3,8.6,155,2,0,4.7,,478,11.3,33.0,371,168,46.3,18.2,57.7,91.5,1768.0,,,,82.9,1663.0,76.5,2265.0,90.2,1754.0,,,,,,,90.4,1755.0
"Webb, Jacob",657097,2023,24.6,12.9,161,1,0,3.69,,602,28.1,40.5,454,0,48.5,32.2,62.8,94.8,2476.0,,,,85.9,2165.0,,,,,,,,,84.0,2519.0,94.8,2476.0
"Medina, Luis",665622,2023,21.4,11.5,329,3,0,5.42,,1186,15.6,45.7,1085,690,48.0,24.5,50.9,96.1,2324.0,23.4,85.3,2261.0,87.3,1445.0,79.7,2353.0,95.5,2351.0,,,,,,,95.9,2331.0
"Detmers, Reid",672282,2023,26.1,9.3,446,4,0,4.48,,1663,20.1,45.6,1123,1307,51.0,27.1,61.5,94.4,2105.0,30.9,88.9,2079.0,84.8,1493.0,74.7,2414.0,93.8,2005.0,,,,,83.5,2478.0,94.3,2095.0
"Kauffmann, Karl",666154,2023,10.1,10.1,105,2,0,8.23,,343,11.0,29.2,367,98,42.1,17.2,50.6,90.3,2200.0,16.8,83.8,2259.0,85.0,1302.0,,,90.1,2144.0,88.2,2208.0,,,,,89.8,2171.0
"Festa, Matt",670036,2023,30.2,27.9,27,0,0,4.0,,105,32.8,55.0,114,0,46.2,38.3,32.6,91.8,2352.0,,,,,,,,,,88.8,2538.0,,,82.7,2608.0,91.4,2374.0
"Bruihl, Justin",677865,2023,18.2,9.1,84,1,0,5.46,,280,13.4,50.0,301,0,48.4,24.3,62.2,,,,,,,,,,88.4,2165.0,87.1,2260.0,,,78.5,2512.0,87.7,2216.0
"Mahle, Tyler",641816,2023,27.5,4.9,77,1,0,3.16,,269,16.1,36.5,227,111,44.8,24.0,55.9,92.6,2354.0,26.4,83.8,2408.0,,,,,,,84.7,2434.0,84.9,1929.0,,,92.3,2358.0
"Green, Chad",643338,2023,30.8,7.7,36,3,0,5.25,,134,33.8,42.1,110,84,47.7,36.7,76.5,95.5,2464.0,43.1,85.5,2430.0,87.9,1552.0,,,,,,,,,,,95.5,2464.0
"López, Jorge",605347,2023,18.4,8.3,177,6,0,5.95,,629,13.0,47.4,486,368,51.3,23.2,64.3,96.9,2071.0,16.3,88.5,2360.0,88.9,1712.0,84.1,2488.0,96.8,2004.0,,,,,,,96.8,2025.0
"Chirinos, Yonny",630023,2023,14.4,7.4,255,5,0,5.4,,855,13.5,29.7,653,346,50.7,17.7,60.5,93.0,2157.0,25.8,88.8,2225.0,,,,,92.4,2030.0,,,85.0,1319.0,,,92.4,2034.0
"McCaughan, Darren",670766,2023,37.0,11.1,15,0,0,5.4,,71,29.0,58.3,38,1,53.6,37.2,70.4,88.9,2038.0,0.9,80.9,2492.0,80.4,1336.0,,,89.2,2031.0,,,,,80.9,2554.0,89.2,2032.0
"Llovera, Mauricio",661440,2023,18.1,9.4,105,2,0,4.89,,402,14.6,27.9,410,211,54.4,17.7,61.1,95.0,2215.0,34.0,82.7,2555.0,,,,,94.5,2082.0,90.4,2406.0,,,,,94.3,2097.0
"Quijada, José",650671,2023,19.5,7.3,27,0,0,6.0,,109,19.0,32.0,136,7,52.8,22.9,53.7,94.4,2204.0,4.3,84.3,2394.0,87.6,1601.0,,,90.2,2275.0,,,,,,,94.4,2205.0
"Flexen, Chris",623167,2023,15.9,8.2,307,2,0,6.86,,1099,15.0,39.8,1265,157,48.3,22.3,61.8,91.9,2118.0,6.7,81.5,2537.0,81.0,1300.0,71.7,2471.0,90.7,1902.0,87.9,2340.0,,,79.3,2494.0,90.2,2202.0
"Acton, Garrett",670183,2023,15.6,15.6,17,0,0,12.71,,74,19.4,35.7,85,28,52.4,24.0,36.7,95.3,2439.0,22.6,84.6,2341.0,86.4,2034.0,,,,,,,,,,,95.3,2439.0
"Hentges, Sam",656529,2023,25.1,8.1,157,3,0,3.61,,546,14.3,59.5,420,432,50.8,27.4,56.1,95.7,2124.0,14.7,87.8,2229.0,,,79.9,2381.0,95.3,2020.0,,,,,,,95.5,2086.0
"Clase, Emmanuel",661403,2023,21.2,5.3,218,3,0,3.22,,765,17.3,56.5,762,358,55.4,27.4,56.7,100.6,2675.0,32.0,91.1,2586.0,,,,,98.5,2540.0,99.1,2637.0,,,,,99.1,2637.0
"Irvin, Jake",663623,2023,18.7,10.2,363,3,0,4.61,,1337,12.6,33.5,1380,656,50.9,17.9,56.8,94.5,2333.0,,,,87.8,2218.0,80.9,2407.0,93.9,2274.0,,,,,,,94.2,2307.0
"Keller, Brad",641745,2023,14.7,21.3,136,3,0,4.57,,480,11.8,48.0,364,383,43.8,22.8,49.8,93.3,2313.0,23.9,84.3,2535.0,90.8,1674.0,85.1,2519.0,92.5,2234.0,,,,,84.3,2538.0,93.1,2293.0
"Garrett, Braxton",666129,2023,23.7,4.4,479,9,0,3.66,,1641,13.6,49.1,1412,849,50.0,25.4,66.3,90.8,2268.0,25.8,82.8,2210.0,84.1,1457.0,77.7,2169.0,90.5,2077.0,87.5,2381.0,,,,,89.6,2197.0
"Jameson, Drey",686753,2023,21.3,10.3,122,3,0,3.32,,423,18.3,53.9,384,201,50.4,30.0,52.9,97.0,2236.0,26.1,85.4,2526.0,89.1,1868.0,80.8,2587.0,95.0,2119.0,,,,,,,95.9,2175.0
"Marinaccio, Ron",676760,2023,27.3,13.2,142,4,0,3.99,,547,25.2,33.1,461,0,43.2,28.2,56.6,93.8,2269.0,,,,82.9,1965.0,,,92.8,2308.0,,,,,81.4,2347.0,93.8,2269.0
"Carasiti, Matt",571539,2023,14.5,10.0,73,1,0,6.29,,255,20.4,33.3,297,0,51.6,23.1,64.5,95.0,2156.0,,,,,,,,95.3,2016.0,91.5,2134.0,,,,,94.9,2028.0
"López, Pablo",641154,2023,29.2,6.0,582,11,1,3.66,,2034,21.4,48.0,1363,374,49.8,30.3,68.9,94.9,2262.0,,,,88.4,2067.0,82.5,2655.0,94.5,2114.0,,,,,84.4,2495.0,94.8,2227.0
"Suero, Wander",593833,2023,25.7,14.3,24,1,0,7.88,,94,19.6,35.7,98,2,51.9,23.1,37.1,,,,,,83.9,1968.0,76.7,2620.0,91.3,2291.0,90.6,2465.0,,,,,90.7,2458.0
"Holmes, Clay",605280,2023,27.1,8.8,189,4,0,2.86,,657,16.8,51.6,712,214,51.5,26.2,58.8,95.7,2331.0,20.9,87.5,2552.0,,,,,96.0,2137.0,,,,,83.9,2666.0,96.0,2138.0
"Stephens, Jackson",623451,2023,21.2,9.6,36,0,0,3.0,,145,20.3,36.1,129,80,50.4,25.5,46.2,93.5,2063.0,15.9,89.0,2434.0,84.9,1643.0,75.0,2933.0,92.7,1910.0,90.7,2351.0,,,,,92.3,2087.0
"Domínguez, Seranthony",622554,2023,21.4,9.8,150,5,0,3.78,,534,23.0,39.7,587,238,47.1,28.0,58.0,97.5,2355.0,27.7,90.0,2415.0,90.9,1808.0,,,98.0,2275.0,,,,,,,97.7,2320.0
"Stephan, Trevor",663986,2023,25.5,8.8,206,7,0,4.06,,704,23.2,46.1,538,272,46.5,30.6,62.1,94.9,2528.0,24.1,85.4,2619.0,,,,,,,,,86.5,1288.0,,,94.9,2528.0
"Lawrence, Casey",596271,2023,16.4,8.2,82,1,0,6.59,,275,15.6,32.4,222,93,45.6,21.4,65.8,89.7,2194.0,20.4,81.1,2346.0,82.8,1611.0,77.3,2423.0,89.3,2089.0,84.8,2277.0,,,79.9,2385.0,89.4,2123.0
"Bednar, David",670280,2023,28.9,7.6,202,3,0,2.0,,741,25.6,47.2,641,281,47.9,32.8,60.1,96.6,2453.0,,,,,,77.9,2449.0,96.2,2063.0,,,91.6,1602.0,,,96.6,2452.0
"Cease, Dylan",656302,2023,27.3,10.1,531,7,0,4.58,,2017,18.7,55.5,1408,1755,44.9,31.0,61.1,95.6,2519.0,38.6,86.3,2795.0,74.6,1678.0,80.2,2641.0,,,,,,,,,95.6,2519.0
"deGrom, Jacob",594798,2023,39.1,3.5,91,2,0,2.67,,303,27.0,63.5,235,176,43.2,42.1,66.1,98.7,2550.0,37.0,91.8,2644.0,91.4,1671.0,84.8,2749.0,,,,,,,,,98.7,2550.0
"Lindgren, Jeff",689167,2023,3.6,14.3,21,0,0,5.14,,56,16.1,27.3,56,0,45.4,19.0,39.3,90.3,2192.0,,,,85.0,1964.0,,,90.4,2030.0,,,,,79.2,2615.0,90.4,2105.0
"Patiño, Luis",672715,2023,18.2,14.1,65,0,0,4.57,,220,15.5,37.0,223,119,45.1,21.6,47.5,95.0,2262.0,29.2,86.3,2374.0,85.0,1766.0,79.8,2282.0,94.4,2142.0,,,,,,,94.7,2199.0
"Brazobán, Huascar",623211,2023,25.3,12.1,176,5,0,4.14,,640,21.1,47.7,725,0,43.7,31.7,62.0,96.6,2216.0,,,,89.3,1841.0,,,96.0,2261.0,87.4,2369.0,,,,,92.2,2300.0
