"last_name, first_name",player_id,year,k_percent,bb_percent,p_out,p_win,p_shutout,p_era,p_opp_batting_avg,p_total_strike,z_swing_miss_percent,oz_swing_miss_percent,pitch_count_fastball,pitch_count_breaking,in_zone_percent,whiff_percent,f_strike_percent,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,ch_avg_speed,ch_avg_spin,cu_avg_speed,cu_avg_spin,si_avg_speed,si_avg_spin,fc_avg_speed,fc_avg_spin,fs_avg_speed,fs_avg_spin,st_avg_speed,st_avg_spin,fastball_avg_speed,fastball_avg_spin
"Poteet, Cody",547001,2022,18.4,9.6,84,0,0,3.86,,286,23.0,46.2,168,108,50.0,29.6,58.8,94.9,2343.0,21.4,85.8,2810.0,87.7,1984.0,78.0,2796.0,94.0,2172.0,,,,,83.7,2884.0,94.6,2294
"Rogers, Josh",642028,2022,10.6,9.7,79,2,0,5.13,,265,12.1,20.3,230,85,48.4,14.5,60.2,90.4,2100.0,20.3,81.5,2210.0,84.7,1509.0,,,89.9,2117.0,,,,,79.8,2206.0,90.3,2104
"Hendrix, Ryan",641682,2022,23.7,15.8,25,0,0,5.4,,80,33.3,50.0,69,63,43.4,39.3,51.4,95.6,2164.0,44.1,84.8,2377.0,90.3,1651.0,,,93.2,2076.0,,,,,,,94.4,2119
"Martinez, Adrián",661309,2022,20.5,7.3,173,4,0,6.24,,647,18.1,37.7,511,224,49.2,24.0,59.1,93.8,2157.0,22.1,82.0,1936.0,84.0,2289.0,,,,,,,,,,,93.8,2157
"Manoah, Alek",666201,2022,22.9,6.5,590,16,0,2.24,,1942,17.6,41.0,1822,798,49.7,24.9,61.8,93.9,2369.0,27.1,81.5,2216.0,86.5,1980.0,,,93.3,2193.0,,,,,,,93.6,2295
"Kluber, Corey",446372,2022,20.2,3.0,492,10,0,4.34,,1706,15.3,40.6,1533,669,50.9,23.9,68.4,88.9,2275.0,,,,82.9,1652.0,80.7,2526.0,88.9,2074.0,86.3,2463.0,,,,,87.5,2292
"Corbin, Patrick",571578,2022,18.0,6.9,458,6,0,6.31,,1682,12.7,39.1,1634,772,48.3,20.9,69.0,92.0,2134.0,29.4,81.7,2184.0,82.4,1629.0,74.2,1944.0,92.8,2067.0,,,,,,,92.6,2085
"Singer, Brady",663903,2022,24.2,5.6,460,10,0,3.23,,1553,14.5,44.6,1291,903,52.7,23.0,60.2,93.1,2060.0,38.0,85.5,2341.0,86.9,2229.0,,,93.8,2300.0,,,,,,,93.7,2297
"Mills, Alec",621219,2022,13.1,3.6,53,0,0,9.68,,202,7.3,30.8,181,65,48.0,15.5,69.9,88.6,2193.0,12.9,76.1,2569.0,78.9,1691.0,65.8,2314.0,88.5,2181.0,,,,,,,88.5,2185
"Díaz, Jhonathan",646242,2022,16.7,15.2,46,1,0,2.93,,135,10.6,42.9,118,80,40.7,21.8,47.0,91.4,2145.0,25.4,80.6,2736.0,80.7,1788.0,74.7,2699.0,88.7,2132.0,,,,,,,90.1,2139
"Abreu, Albert",656061,2022,22.1,12.8,116,2,0,3.26,,420,17.3,46.0,429,207,43.0,27.0,57.0,97.3,2149.0,29.3,88.6,2265.0,88.0,1914.0,,,98.5,2200.0,,,,,,,98.4,2193
"Beasley, Jeremy",676886,2022,29.7,7.8,45,0,0,4.8,,173,24.2,40.5,166,76,47.6,29.2,65.6,95.4,2440.0,28.0,82.1,2447.0,,,,,,,,,87.3,1345.0,,,95.4,2440
"Gomber, Austin",596295,2022,18.0,6.4,374,5,0,5.56,,1323,15.3,39.9,838,859,50.8,22.1,59.2,91.0,2156.0,24.6,84.3,2391.0,82.0,1644.0,75.8,2497.0,92.1,2094.0,,,,,,,91.0,2156
"Germán, Domingo",593334,2022,19.5,6.4,217,2,0,3.61,,724,13.8,49.4,427,403,51.2,24.5,65.8,92.7,2542.0,,,,85.9,2368.0,81.0,2617.0,92.7,2468.0,,,,,,,92.7,2519
"Kittredge, Andrew",552640,2022,18.7,2.7,60,3,0,3.15,,163,10.1,49.1,138,95,46.8,25.8,70.7,93.6,2634.0,40.8,89.1,2658.0,,,,,95.2,2339.0,,,,,,,94.8,2405
"Woodford, Jake",663765,2022,12.8,5.9,145,4,0,2.23,,456,12.3,29.1,415,61,48.6,17.3,60.4,92.4,2209.0,0.3,83.7,2589.0,85.2,1401.0,75.3,2541.0,91.8,2025.0,,,,,82.1,2507.0,92.1,2090
"Smith, Caleb",592761,2022,21.5,12.9,210,1,0,4.11,,775,21.6,50.0,563,397,50.8,28.8,62.6,91.9,2435.0,28.9,85.4,2332.0,83.6,2130.0,78.9,2410.0,93.2,1594.0,,,,,,,91.9,2429
"Sanders, Phoenix",676637,2022,21.1,5.3,44,0,0,3.07,,149,11.4,37.0,55,160,55.8,17.4,70.2,89.3,2079.0,51.6,82.0,2097.0,,,75.3,2294.0,,,,,,,,,89.3,2079
"Castillo, Diego",650895,2022,23.9,9.9,163,7,0,3.64,,540,15.4,52.9,308,531,48.7,26.5,57.3,95.7,1957.0,63.3,88.4,2260.0,,,,,95.1,1999.0,,,,,,,95.2,1993
"Chirinos, Yonny",630023,2022,20.0,3.3,21,1,0,0.0,,67,11.4,42.9,59,24,55.0,20.4,70.0,92.0,2240.0,24.0,87.3,2331.0,,,,,93.4,2115.0,,,85.3,1155.0,,,93.4,2119
"Hendricks, Kyle",543294,2022,18.5,6.7,253,4,0,4.8,,856,16.5,36.6,774,160,45.0,23.9,62.9,86.9,2022.0,,,,79.9,2040.0,72.7,2983.0,86.5,1889.0,,,,,,,86.7,1950
"Knight, Dusten",643400,2022,18.4,8.2,33,0,0,5.73,,124,19.1,32.0,101,19,53.1,22.6,60.4,89.5,2198.0,,,,78.6,1465.0,77.9,2217.0,,,85.7,2253.0,,,,,87.2,2231
"Wentz, Joey",666214,2022,20.0,9.6,98,2,0,3.03,,337,15.8,36.0,428,52,49.0,21.8,57.8,92.4,2273.0,,,,84.1,2085.0,75.4,2291.0,,,83.4,2295.0,,,,,89.8,2279
"Newcomb, Sean",656794,2022,20.9,14.2,83,2,0,8.78,,327,16.2,39.1,484,63,50.5,20.9,54.5,94.3,2351.0,0.9,81.8,2707.0,86.4,1272.0,78.8,2808.0,,,88.5,2625.0,,,,,92.2,2453
"Allen, Logan",663531,2022,17.5,12.5,23,1,0,5.87,,95,16.3,34.8,70,3,45.1,22.7,50.0,91.8,1978.0,,,,84.8,1431.0,74.9,2614.0,89.4,1702.0,85.6,2201.0,,,81.0,2403.0,90.5,1989
"Lee, Evan",681885,2022,16.3,16.3,26,0,0,4.15,,88,8.5,53.3,86,69,44.8,19.4,55.8,92.0,2390.0,,,,82.4,1942.0,80.1,2717.0,,,,,,,,,92.0,2390
"Thompson, Zach",605507,2022,16.6,8.5,365,3,0,5.18,,1306,15.8,41.2,1467,434,46.6,24.1,63.0,92.3,2386.0,,,,85.7,1864.0,76.6,2244.0,92.2,2228.0,86.8,2580.0,,,,,89.6,2431
"Kennedy, Ian",453178,2022,19.0,9.5,151,4,0,5.36,,565,18.5,22.2,724,50,51.1,19.4,67.0,93.4,2447.0,1.7,81.0,2462.0,87.6,1988.0,79.0,2595.0,,,85.9,2075.0,85.5,1147.0,,,93.2,2438
"King, John",667463,2022,13.5,6.3,154,1,0,4.03,,492,14.9,31.0,448,40,49.4,19.9,60.3,,,5.3,82.3,2700.0,80.7,1638.0,,,92.4,2066.0,86.9,2433.0,,,77.5,2636.0,91.7,2112
"Gray, Sonny",543243,2022,24.0,7.4,359,8,0,3.08,,1192,14.6,37.7,1015,640,47.6,22.1,60.5,92.1,2540.0,9.9,83.2,2771.0,87.1,1882.0,78.7,2830.0,92.1,2440.0,88.8,2679.0,,,81.6,2661.0,92.1,2492
"Koenig, Jared",657649,2022,12.4,8.5,118,1,0,5.72,,403,8.4,34.2,321,244,48.7,15.1,56.5,89.2,2148.0,15.5,82.9,2124.0,83.0,1621.0,77.6,2211.0,89.3,2142.0,,,,,,,89.3,2143
"Banda, Anthony",607455,2022,22.2,9.6,80,1,0,6.75,,351,15.8,30.8,290,55,47.0,21.0,55.2,95.2,2126.0,1.1,84.7,1957.0,86.6,1748.0,81.1,2000.0,93.1,2053.0,,,,,,,94.3,2095
"Cimber, Adam",643256,2022,19.8,4.4,212,10,0,2.8,,717,17.2,30.9,674,369,54.8,20.7,65.1,86.5,2172.0,35.4,77.8,2473.0,,,,,86.5,2140.0,,,,,,,86.5,2157
"Okert, Steven",595345,2022,28.5,11.8,154,5,0,2.98,,614,21.8,46.8,309,659,48.7,29.7,57.5,93.7,2235.0,68.1,82.0,2486.0,,,,,,,,,,,,,93.7,2235
"Williams, Devin",642207,2022,40.0,12.5,182,6,0,1.93,,668,29.8,58.5,411,37,44.0,40.8,57.9,93.9,2268.0,3.5,86.4,2375.0,83.4,2739.0,,,,,89.7,2464.0,,,,,93.8,2271
"Stephenson, Robert",596112,2022,22.3,5.7,174,2,0,5.43,,618,17.2,49.7,437,472,48.9,28.1,62.8,96.8,2389.0,50.5,83.9,2914.0,,,77.5,2936.0,95.8,2317.0,,,88.1,1521.0,,,96.8,2389
"Sulser, Beau",676641,2022,19.2,9.1,67,0,0,3.63,,231,16.7,29.0,216,30,46.9,20.9,66.3,92.8,2344.0,,,,83.7,1469.0,80.3,2495.0,,,88.1,2342.0,,,,,91.0,2343
"Hudson, Dakota",641712,2022,13.1,10.2,419,8,0,4.45,,1349,10.0,38.0,1264,898,48.2,17.6,59.2,91.3,2169.0,26.3,87.8,2366.0,86.5,1446.0,80.5,2420.0,91.9,2060.0,,,,,,,91.7,2099
"Bender, Anthony",669622,2022,21.8,10.3,58,1,0,3.26,,176,20.3,47.2,168,91,52.2,28.7,62.8,98.3,2236.0,33.2,84.9,2489.0,90.7,1779.0,,,97.6,2231.0,,,,,,,97.7,2231
"Suarez, José",660761,2022,22.3,7.1,327,8,0,3.96,,1184,17.0,41.0,759,573,51.0,24.6,64.5,92.7,2215.0,19.5,81.8,2584.0,82.4,1553.0,77.9,2686.0,91.7,2023.0,,,,,79.5,2637.0,92.5,2177
"Karinchak, James",675916,2022,38.8,13.1,117,2,0,2.08,,417,22.2,57.1,420,284,44.2,34.7,55.0,95.2,2349.0,,,,,,82.9,2398.0,,,,,,,,,95.2,2349
"Fulmer, Michael",605242,2022,22.1,10.1,191,5,0,3.39,,640,18.8,49.7,958,22,45.5,28.7,55.9,94.2,2303.0,,,,86.5,1503.0,78.9,2409.0,94.4,2188.0,90.3,2414.0,,,,,91.5,2363
"Morejon, Adrian",670970,2022,19.9,6.4,102,5,0,4.24,,358,19.2,38.4,373,140,54.1,24.0,61.4,96.9,2498.0,13.7,87.6,2655.0,,,80.2,2534.0,,,,,,,79.4,2569.0,96.9,2498
"Greene, Hunter",668881,2022,30.9,9.0,377,5,1,4.44,,1397,24.6,49.5,1182,901,48.5,32.0,64.4,98.9,2367.0,41.0,88.1,2363.0,90.1,1993.0,,,97.9,2439.0,,,,,,,98.9,2368
"Moll, Sam",594580,2022,24.6,11.8,130,2,0,2.91,,456,17.8,43.2,329,0,49.5,24.9,52.5,,,,,,,,,,93.3,2523.0,,,,,81.7,3182.0,93.3,2523
"Bielak, Brandon",656232,2022,22.2,7.4,37,0,0,3.65,,139,13.0,47.4,134,41,53.5,19.8,51.9,93.4,2421.0,4.0,83.7,2404.0,87.3,1745.0,79.8,2337.0,93.2,2219.0,,,,,82.4,2321.0,93.3,2338
"Bass, Anthony",542914,2022,26.5,7.3,211,4,0,1.54,,653,17.7,58.3,397,550,48.7,31.9,67.2,95.0,2026.0,55.8,86.6,2219.0,,,,,95.4,1989.0,,,86.8,1294.0,,,95.3,1998
"Alvarado, José",621237,2022,37.9,11.2,153,4,0,3.18,,547,23.0,61.1,870,11,44.0,38.4,61.3,98.2,2008.0,,,,,,86.5,2465.0,99.6,2095.0,93.8,2207.0,,,,,97.1,2143
"Wacha, Michael",608379,2022,20.2,6.0,382,11,1,3.32,,1279,15.6,33.3,1225,146,50.0,20.7,60.8,93.1,2130.0,0.1,85.8,1967.0,84.3,1583.0,74.7,2173.0,92.6,2035.0,88.8,2049.0,,,,,91.8,2088
"Griffin, Foster",656492,2022,12.5,15.6,19,0,0,8.53,,66,19.4,50.0,77,19,54.1,25.0,53.1,93.5,2068.0,,,,85.1,1832.0,79.8,2203.0,,,88.8,2212.0,,,,,90.5,2159
"May, Dustin",669160,2022,22.8,11.0,90,2,0,4.5,,297,20.4,52.3,347,4,49.4,29.7,59.1,98.1,2356.0,0.8,85.7,3048.0,88.6,1929.0,,,97.3,2328.0,92.7,2462.0,,,85.5,3276.0,96.2,2376
"Javier, Cristian",664299,2022,33.2,8.9,446,11,0,2.54,,1625,23.9,46.4,1530,213,49.3,30.4,55.9,93.8,2355.0,,,,85.3,2220.0,76.5,2885.0,94.6,1690.0,,,,,79.8,2621.0,93.8,2354
"Head, Louis",545343,2022,18.8,10.9,86,0,0,6.28,,333,14.4,45.3,219,303,47.1,23.4,54.3,93.6,2173.0,55.5,82.5,2624.0,88.6,1472.0,,,,,,,,,,,93.6,2173
"Ureña, José",570632,2022,14.6,10.0,291,3,0,5.01,,989,11.3,32.3,964,398,41.3,19.5,58.3,96.0,2158.0,24.5,86.8,2323.0,90.2,1699.0,,,95.6,2189.0,,,,,,,95.7,2186
"Taillon, Jameson",592791,2022,20.7,4.4,532,14,0,3.91,,1838,14.7,40.0,1622,936,48.3,23.1,63.7,94.1,2371.0,18.7,86.2,2556.0,87.8,1846.0,81.1,2734.0,94.2,2292.0,90.7,2531.0,,,84.1,2640.0,93.4,2387
"Treinen, Blake",595014,2022,35.3,5.9,15,1,0,1.8,,46,20.0,44.4,50,0,53.6,26.5,58.8,96.7,2476.0,,,,,,,,96.3,2278.0,92.0,2466.0,,,85.1,2424.0,94.7,2385
"Kelley, Trevor",665001,2022,21.5,8.4,71,1,0,6.08,,279,12.5,45.3,295,136,46.7,23.0,55.1,89.9,2222.0,5.0,83.3,2462.0,80.7,1916.0,78.5,2550.0,88.4,1910.0,,,,,,,89.9,2221
"Stroman, Marcus",573186,2022,20.9,6.3,416,6,0,3.5,,1410,13.4,41.3,1291,111,49.1,22.4,66.8,92.6,2435.0,5.1,86.4,2692.0,,,,,92.0,2264.0,90.0,2532.0,87.0,1715.0,,,91.7,2335
"Abbott, Cory",676265,2022,20.8,11.6,144,0,0,5.25,,522,17.5,45.0,430,415,46.0,26.2,54.2,91.3,2253.0,26.9,86.6,2133.0,,,84.4,2291.0,,,,,,,,,91.3,2253
"Thornburg, Tyler",592804,2022,16.1,12.6,57,0,0,3.32,,207,12.9,37.5,210,102,43.4,20.8,55.2,93.5,2405.0,6.6,83.4,2260.0,84.7,1448.0,76.1,2615.0,,,,,,,,,93.5,2405
"Lakins, Travis",664042,2022,16.0,12.0,31,0,0,9.58,,130,14.3,33.3,123,62,47.6,20.0,54.0,94.0,2234.0,21.2,82.7,2662.0,88.5,1670.0,80.3,2812.0,92.4,2108.0,91.5,2465.0,,,,,93.1,2307
"Pineda, Michael",501381,2022,13.0,4.0,140,2,0,5.79,,483,9.4,38.6,433,157,52.1,17.5,62.0,89.9,1934.0,21.5,80.7,1933.0,85.3,1713.0,,,,,,,,,,,89.9,1934
"Littell, Zack",641793,2022,20.5,6.8,133,3,0,5.08,,498,23.9,36.4,384,281,49.2,27.7,65.8,94.5,2132.0,37.1,87.9,2220.0,,,,,96.3,2099.0,,,85.6,880.0,,,94.5,2132
"Gibaut, Ian",664139,2022,29.8,11.8,108,1,0,4.5,,438,21.4,37.8,465,44,50.1,26.1,54.7,95.8,2273.0,6.3,85.0,2506.0,85.9,1894.0,,,,,92.3,2357.0,,,83.8,2487.0,94.6,2302
"Schreiber, John",670167,2022,28.8,7.4,195,4,0,2.22,,646,25.7,47.7,559,0,47.7,32.6,55.6,94.4,2236.0,,,,88.5,1649.0,,,93.4,2185.0,,,,,82.1,2614.0,93.9,2212
"Pérez, Cionel",672335,2022,23.5,9.0,173,7,0,1.4,,577,18.0,50.4,546,21,50.9,27.3,61.8,97.0,2194.0,,,,,,82.6,2831.0,96.4,2259.0,,,,,,,96.8,2211
"Clase, Emmanuel",661403,2022,28.4,3.7,218,3,0,1.36,,691,20.8,47.5,570,351,53.4,30.1,65.1,100.1,2548.0,38.1,91.9,2653.0,,,,,99.6,2604.0,99.5,2653.0,,,,,99.5,2650
"Weber, Ryan",543901,2022,8.1,2.7,32,0,0,0.84,,91,4.8,26.7,71,47,55.1,10.5,75.7,,,35.4,78.8,2342.0,79.8,2062.0,73.7,2399.0,89.0,2064.0,,,,,,,89.0,2064
"Lambert, Jimmy",669424,2022,22.1,11.8,141,1,0,3.26,,522,19.6,38.2,364,337,47.3,25.8,61.8,94.3,2221.0,33.0,84.4,2583.0,85.4,1576.0,76.8,2597.0,,,,,,,,,94.3,2221
"Jefferies, Daulton",641726,2022,16.3,4.7,118,1,0,5.72,,387,16.2,37.9,407,83,48.5,22.7,58.1,92.5,2133.0,13.6,80.2,2368.0,86.1,1502.0,,,92.5,2046.0,89.6,2161.0,,,,,91.6,2100
"Lorenzen, Michael",547179,2022,20.7,10.7,293,8,0,4.24,,1022,17.9,40.1,909,108,46.3,25.2,62.3,94.7,2452.0,4.4,84.7,2511.0,85.7,2053.0,81.3,2653.0,93.8,2255.0,90.5,2495.0,,,83.0,2474.0,93.5,2376
"Gilbert, Logan",669302,2022,22.7,6.4,557,13,0,3.2,,1950,19.8,37.7,1667,1107,51.9,24.2,63.7,96.1,2135.0,24.2,86.9,2289.0,86.2,1752.0,80.8,2117.0,94.7,1958.0,,,,,,,96.1,2131
"Thompson, Keegan",624522,2022,22.3,8.9,345,10,0,3.76,,1184,17.5,40.3,1381,329,48.5,24.5,57.3,93.5,2369.0,,,,86.1,2092.0,81.3,2574.0,92.8,2342.0,89.8,2553.0,,,83.9,2746.0,92.4,2421
"Brault, Steven",643230,2022,20.5,12.8,27,0,0,3.0,,88,20.5,50.0,101,49,43.9,29.7,43.6,91.1,2190.0,31.2,81.9,2163.0,85.2,1830.0,,,90.9,1935.0,,,,,,,91.0,2063
"Suarez, Ranger",624133,2022,19.5,8.8,466,10,0,3.65,,1596,14.4,36.4,1724,292,46.7,21.4,57.6,93.2,1892.0,3.5,82.4,2112.0,84.9,1518.0,76.6,2227.0,92.5,1908.0,89.5,2014.0,,,,,92.3,1919
"Mahle, Tyler",641816,2022,25.0,8.5,362,6,0,4.4,,1318,20.4,40.3,1365,240,47.5,26.8,61.6,93.2,2295.0,11.4,83.9,2496.0,,,,,92.2,1939.0,85.5,2397.0,85.4,1895.0,,,91.7,2314
"Hoffman, Jeff",656546,2022,22.8,11.7,134,2,0,3.83,,509,19.4,40.5,427,201,45.5,25.6,52.8,94.3,2457.0,23.7,81.2,2691.0,87.6,2269.0,,,94.5,2482.0,,,88.0,1571.0,,,94.3,2457
"Sulser, Cole",642121,2022,25.5,10.7,102,1,0,5.29,,401,19.3,51.8,307,72,44.9,30.9,64.2,91.9,2235.0,10.3,84.0,2274.0,83.2,1512.0,77.8,2375.0,,,,,,,,,91.9,2235
"Festa, Matt",670036,2022,29.2,8.2,162,2,0,4.17,,597,22.4,46.7,390,0,49.5,30.6,60.3,92.6,2332.0,,,,,,,,91.2,2033.0,,,,,82.9,2567.0,92.6,2330
"Clay, Sam",621348,2022,17.2,13.8,16,0,0,8.44,,58,18.2,30.0,71,19,49.0,21.9,51.7,,,19.0,83.2,2583.0,87.9,1680.0,,,91.9,2019.0,,,,,,,91.9,2019
"Garrett, Reed",657585,2022,12.2,16.3,28,0,0,6.75,,119,11.9,38.2,180,0,43.4,21.5,60.4,96.0,2284.0,,,,,,,,95.1,2146.0,88.8,2363.0,87.5,1434.0,,,94.1,2279
"Lynch IV, Daniel",663738,2022,20.3,8.7,395,4,0,5.13,,1540,17.9,43.9,1126,867,49.0,25.4,58.9,94.0,2127.0,29.3,86.0,2018.0,84.8,1671.0,81.7,2095.0,93.3,2027.0,,,,,,,94.0,2120
"Wiles, Collin",621079,2022,22.0,4.9,29,0,0,4.66,,98,23.8,36.4,115,34,40.3,29.3,58.5,91.1,2073.0,9.7,79.4,2444.0,85.3,1451.0,77.0,2400.0,90.4,2045.0,86.9,2228.0,,,,,88.6,2153
"Cruz, Fernando",518585,2022,32.8,14.1,44,0,0,1.23,,154,24.3,57.1,184,0,39.2,37.8,56.3,94.3,2273.0,,,,,,,,93.5,2065.0,86.7,2492.0,81.7,845.0,,,89.5,2406
"Brooks, Aaron",605156,2022,16.3,4.7,28,0,0,7.71,,106,12.2,34.8,75,41,53.2,19.4,62.8,93.6,2126.0,22.7,85.6,2511.0,85.6,1765.0,78.9,2271.0,92.8,1971.0,,,,,,,93.2,2046
"De Jong, Chase",608328,2022,20.1,10.2,215,6,0,2.64,,720,14.7,47.0,550,612,46.1,25.0,60.1,92.8,2412.0,29.2,83.6,2428.0,86.2,1644.0,77.7,2557.0,,,,,88.6,1665.0,,,92.8,2412
"Urquidy, José",664353,2022,19.7,5.6,493,13,0,3.94,,1788,16.9,36.4,1520,371,52.2,22.3,65.5,93.5,2202.0,,,,86.1,2006.0,78.1,2628.0,93.9,1988.0,87.4,2508.0,,,80.1,2623.0,93.0,2227
"Sampson, Adrian",592716,2022,17.1,6.3,313,4,0,3.11,,1060,14.2,34.8,1199,268,45.3,21.3,57.7,92.5,2079.0,15.8,83.1,2616.0,85.1,1816.0,,,91.9,2003.0,84.9,2493.0,,,,,91.7,2074
"García, Rony",665621,2022,23.3,6.3,153,3,0,4.41,,544,14.4,41.1,507,280,48.0,21.7,60.2,92.9,2337.0,,,,87.5,1748.0,80.3,2343.0,92.5,2248.0,,,,,,,92.8,2317
"Bush, Matt",456713,2022,30.3,7.4,179,2,0,3.47,,609,22.0,49.6,589,320,52.1,30.0,65.3,97.3,2527.0,,,,,,81.0,2480.0,96.1,2244.0,92.9,2616.0,,,,,96.2,2548
"Mayza, Tim",641835,2022,22.8,6.2,146,8,0,3.14,,468,15.8,37.3,604,127,45.7,23.4,63.4,93.6,1993.0,17.4,88.6,2200.0,,,,,93.7,2032.0,,,,,,,93.7,2032
"Ramirez, Noé",598287,2022,23.7,12.1,150,5,0,5.22,,538,20.8,40.6,312,263,47.6,27.6,62.0,89.8,2187.0,,,,84.1,2023.0,78.0,2524.0,,,,,,,,,89.8,2187
"Knebel, Corey",608349,2022,21.2,14.0,134,3,0,3.43,,478,19.7,45.0,555,240,47.3,27.6,57.4,95.6,2369.0,3.0,79.6,2543.0,,,78.7,2832.0,,,,,,,,,95.6,2369
"Brigham, Jeff",656257,2022,27.7,9.9,72,0,0,3.38,,269,18.0,47.8,178,0,47.5,28.2,63.4,94.5,2277.0,,,,,,,,,,91.5,2210.0,,,82.2,2831.0,94.5,2276
"Cole, Gerrit",543037,2022,32.4,6.3,602,13,0,3.5,,2152,23.1,53.8,1906,1092,47.1,34.1,61.5,97.8,2428.0,22.6,88.7,2569.0,89.7,1616.0,83.0,2779.0,98.6,2307.0,92.0,2485.0,,,,,97.1,2434
"Machado, Andrés",600921,2022,17.6,10.3,178,2,0,3.34,,644,17.2,36.9,642,199,47.9,23.9,60.7,95.6,2113.0,20.0,87.1,2010.0,88.9,1519.0,,,95.1,2039.0,,,,,,,95.3,2074
"Pérez, Martín",527048,2022,20.6,8.4,589,12,1,2.89,,1885,15.9,30.7,2010,146,45.0,21.0,62.6,92.9,2068.0,1.4,84.5,2398.0,84.4,1661.0,78.8,2515.0,92.6,1997.0,89.9,2214.0,,,,,91.6,2082
"Henry, Tommy",674072,2022,17.6,10.2,141,3,0,5.36,,493,18.9,37.2,431,267,51.1,23.4,58.5,91.6,2185.0,19.9,85.7,2193.0,84.7,1435.0,80.6,2389.0,,,,,,,,,91.6,2185
"Kowar, Jackson",663804,2022,20.7,13.4,47,0,0,9.77,,197,10.0,53.8,145,33,46.9,26.1,52.4,95.8,2259.0,10.6,82.9,2306.0,85.7,2512.0,,,,,,,,,,,95.8,2259
"Junk, Janson",676083,2022,29.7,8.1,25,1,0,6.48,,102,13.2,30.0,69,37,52.2,17.8,62.2,92.5,2377.0,15.1,83.2,2252.0,88.0,1763.0,79.2,2375.0,,,,,84.4,1292.0,82.4,2252.0,92.5,2377
"Morris, Cody",663752,2022,23.0,12.0,71,1,0,2.28,,255,25.7,36.1,307,28,49.0,28.7,63.0,94.6,2500.0,,,,81.9,1402.0,79.6,2364.0,,,88.2,2329.0,,,,,91.9,2430
"Vesia, Alex",681911,2022,34.8,10.6,163,5,0,2.15,,612,30.1,42.9,600,308,50.4,34.0,60.6,94.1,2326.0,32.4,85.0,2415.0,85.6,1967.0,,,,,,,,,,,94.1,2326
