"last_name, first_name",player_id,year,pa,ab,hit,home_run,r_total_stolen_base,walk,strikeout,batting_avg,on_base_percent,slg_percent,on_base_plus_slg,isolated_power,babip,xba,xslg,woba,xwoba,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,r_run,b_rbi,data_year,last_name,first_name,Name,Name_norm,diff_xwoba,breakout_score,diff_babip
"Vivas, Jorbit",678391,2025,66,56,9,1,0,5,13,0.161,0.266,0.25,0.516,0.089,0.233,0.252,0.338,0.277,0.306,84.75,17.4,4.7,6,5,2025,Vivas,Jorbit,Jorbit Vivas,jorbitvivas,0.02899999999999997,14.689999999999996,0.06699999999999998
"Taveras, Leody",665750,2025,180,171,35,3,9,5,50,0.205,0.226,0.304,0.53,0.099,0.304,0.214,0.322,0.271,0.261,87.9,21.2,5.3,13,17,2025,Taveras,Leody,Leody Taveras,leodytaveras,-0.010000000000000009,14.62000000000001,-0.0040000000000000036
"Karros, Kyle",691720,2025,156,137,31,1,0,15,41,0.226,0.308,0.277,0.585,0.051,0.311,0.231,0.324,0.295,0.294,88.6,12.3,4.05,20,9,2025,Karros,Kyle,Kyle Karros,kylekarros,-0.0010000000000000009,14.549999999999986,-0.01100000000000001
"Gasper, Mickey",681508,2025,110,95,15,2,2,10,20,0.158,0.257,0.232,0.489,0.074,0.238,0.196,0.285,0.254,0.258,88.05,19.4,2.9,15,11,2025,Gasper,Mickey,Mickey Gasper,mickeygasper,0.0040000000000000036,14.479999999999995,0.062
"Triolo, Jared",669707,2025,376,331,75,7,13,39,76,0.227,0.311,0.356,0.667,0.129,0.292,0.236,0.335,0.278,0.29,88.1,14.7,3.55,41,24,2025,Triolo,Jared,Jared Triolo,jaredtriolo,0.011999999999999955,14.459999999999985,0.008000000000000007
"Shaw, Matt",807713,2025,437,393,89,13,17,38,94,0.226,0.295,0.394,0.689,0.168,0.269,0.24,0.37,0.31,0.301,85.75,13.4,5.95,57,44,2025,Shaw,Matt,Matt Shaw,mattshaw,-0.009000000000000008,14.25,0.030999999999999972
"Loperfido, Joey",694388,2025,104,96,32,4,1,4,27,0.333,0.379,0.5,0.879,0.167,0.365,0.252,0.379,0.342,0.31,88.35,11.7,6.55,12,14,2025,Loperfido,Joey,Joey Loperfido,joeyloperfido,-0.03200000000000003,14.189999999999987,-0.065
"Carrigg, Cole",694249,2026,63,52,13,3,1,9,13,0.25,0.365,0.5,0.865,0.25,0.27,0.236,0.423,0.374,0.356,83.9,15.5,7.5,9,11,2026,Carrigg,Cole,Cole Carrigg,colecarrigg,-0.018000000000000016,13.98000000000001,0.02999999999999997
"Fulford, Braxton",690924,2025,120,108,23,1,1,7,36,0.213,0.267,0.324,0.591,0.111,0.321,0.178,0.293,0.282,0.248,87.676,19.8,6.71,11,16,2025,Fulford,Braxton,Braxton Fulford,braxtonfulford,-0.033999999999999975,13.962000000000007,-0.02100000000000002
"Amaya, Miguel",665804,2025,103,96,27,4,0,4,22,0.281,0.314,0.5,0.814,0.219,0.296,0.222,0.358,0.338,0.302,86.25,18.6,6.95,14,25,2025,Amaya,Miguel,Miguel Amaya,miguelamaya,-0.03600000000000003,13.759999999999998,0.0040000000000000036
"Winn, Masyn",691026,2025,537,491,124,9,9,34,102,0.253,0.31,0.363,0.673,0.11,0.297,0.248,0.338,0.295,0.294,87.85,16.0,4.05,72,51,2025,Winn,Masyn,Masyn Winn,masynwinn,-0.0010000000000000009,13.74999999999999,0.0030000000000000027
"Seigler, Anthony",678011,2025,73,62,12,0,2,8,16,0.194,0.292,0.21,0.502,0.016,0.307,0.247,0.35,0.273,0.304,89.18,10.6,1.47,6,5,2025,Seigler,Anthony,Anthony Seigler,anthonyseigler,0.030999999999999972,13.510000000000012,-0.007000000000000006
"Jackson, Alex",656577,2025,100,91,20,5,0,5,37,0.22,0.29,0.473,0.763,0.253,0.374,0.182,0.31,0.328,0.245,89.031,14.3,8.436,17,8,2025,Jackson,Alex,Alex Jackson,alexjackson,-0.08300000000000002,13.494000000000009,-0.07400000000000001
"Farmer, Kyle",571657,2025,300,277,63,8,0,17,66,0.227,0.28,0.365,0.645,0.138,0.282,0.235,0.347,0.279,0.279,86.19,15.3,5.27,24,31,2025,Farmer,Kyle,Kyle Farmer,kylefarmer,0.0,13.399999999999995,0.018000000000000016
"McNeil, Jeff",643446,2025,462,399,97,12,3,49,55,0.243,0.335,0.411,0.746,0.168,0.259,0.268,0.372,0.304,0.318,86.65,15.9,3.05,42,54,2025,McNeil,Jeff,Jeff McNeil,jeffmcneil,0.014000000000000012,12.93000000000001,0.04099999999999998
"Hedges, Austin",595978,2025,180,155,25,5,1,18,43,0.161,0.25,0.277,0.527,0.116,0.248,0.212,0.306,0.274,0.269,87.3,25.1,3.35,13,10,2025,Hedges,Austin,Austin Hedges,austinhedges,-0.0050000000000000044,12.879999999999994,0.05199999999999999
"Hamilton, David",666152,2025,194,177,35,6,22,13,47,0.198,0.257,0.333,0.59,0.135,0.269,0.206,0.308,0.275,0.262,86.5,14.3,5.05,27,19,2025,Hamilton,David,David Hamilton,davidhamilton,-0.013000000000000012,12.849999999999998,0.030999999999999972
"Ortiz, Joey",687401,2025,506,470,108,7,14,27,74,0.23,0.276,0.317,0.593,0.087,0.249,0.236,0.31,0.254,0.28,86.25,13.3,3.0,62,45,2025,Ortiz,Joey,Joey Ortiz,joeyortiz,0.026000000000000023,12.73,0.05099999999999999
"Sullivan, Brett",664954,2026,113,104,22,4,0,5,22,0.212,0.25,0.385,0.635,0.173,0.225,0.223,0.341,0.274,0.267,86.6,20.7,3.5,8,13,2026,Sullivan,Brett,Brett Sullivan,brettsullivan,-0.007000000000000006,12.729999999999986,0.07499999999999998
"Schanuel, Nolan",694384,2025,564,488,129,12,5,59,71,0.264,0.353,0.389,0.742,0.125,0.288,0.266,0.38,0.326,0.323,87.45,13.2,3.5,64,53,2025,Schanuel,Nolan,Nolan Schanuel,nolanschanuel,-0.0030000000000000027,12.720000000000006,0.01200000000000001
"Urías, Luis",649966,2025,330,287,66,8,2,31,45,0.23,0.315,0.338,0.653,0.108,0.249,0.227,0.34,0.309,0.295,86.11,14.5,4.58,27,25,2025,Urías,Luis,Luis Urías,luisurias,-0.014000000000000012,12.709999999999997,0.05099999999999999
"Wong, Connor",657136,2025,188,168,32,0,2,16,42,0.19,0.262,0.238,0.5,0.048,0.299,0.236,0.338,0.285,0.296,86.5,10.4,4.35,16,7,2025,Wong,Connor,Connor Wong,connorwong,0.01100000000000001,12.55,0.0010000000000000009
"Marchán, Rafael",665561,2025,118,105,22,2,0,10,17,0.21,0.282,0.305,0.587,0.095,0.166,0.192,0.264,0.207,0.228,85.0,11.1,2.75,9,13,2025,Marchán,Rafael,Rafael Marchán,rafaelmarchan,0.02100000000000002,12.440000000000001,0.13399999999999998
"Barrosa, Jorge",678489,2025,77,71,10,1,0,2,22,0.141,0.169,0.225,0.394,0.084,0.211,0.156,0.24,0.218,0.202,87.25,7.7,3.35,8,7,2025,Barrosa,Jorge,Jorge Barrosa,jorgebarrosa,-0.015999999999999986,12.41,0.089
"Giménez, Andrés",665926,2025,369,329,69,7,12,25,66,0.21,0.285,0.313,0.598,0.103,0.254,0.239,0.34,0.278,0.286,86.35,11.0,3.45,39,35,2025,Giménez,Andrés,Andrés Giménez,andresgimenez,0.007999999999999952,12.259999999999984,0.045999999999999985
"Ruiz, Keibert",660688,2025,267,255,63,2,0,8,26,0.247,0.277,0.318,0.595,0.071,0.278,0.252,0.356,0.297,0.279,87.7,11.3,3.8,19,25,2025,Ruiz,Keibert,Keibert Ruiz,keibertruiz,-0.01799999999999996,12.240000000000007,0.021999999999999964
"Fraley, Jake",641584,2025,217,191,46,6,4,25,49,0.241,0.332,0.382,0.714,0.141,0.302,0.226,0.358,0.31,0.296,84.65,17.8,6.95,31,23,2025,Fraley,Jake,Jake Fraley,jakefraley,-0.014000000000000012,11.900000000000013,-0.0020000000000000018
"Pauley, Graham",688363,2025,184,161,36,4,2,21,36,0.224,0.311,0.366,0.677,0.142,0.238,0.19,0.294,0.26,0.25,85.25,17.3,5.0,18,11,2025,Pauley,Graham,Graham Pauley,grahampauley,-0.010000000000000009,11.8,0.062
"Straw, Myles",664702,2025,299,267,70,4,12,19,50,0.262,0.313,0.367,0.68,0.105,0.29,0.258,0.361,0.294,0.3,86.65,14.8,3.75,51,32,2025,Straw,Myles,Myles Straw,mylesstraw,0.006000000000000005,11.780000000000012,0.010000000000000009
"Trevino, Jose",624431,2025,302,282,67,4,0,15,39,0.238,0.272,0.351,0.623,0.113,0.236,0.238,0.322,0.226,0.258,86.076,10.9,2.34,30,22,2025,Trevino,Jose,Jose Trevino,josetrevino,0.032,11.751999999999988,0.064
"Gilbert, Drew",687551,2025,109,100,19,3,1,7,20,0.19,0.248,0.35,0.598,0.16,0.24,0.224,0.329,0.282,0.28,86.0,11.3,3.65,12,13,2025,Gilbert,Drew,Drew Gilbert,drewgilbert,-0.0019999999999999463,11.740000000000006,0.06
"Meckler, Wade",685133,2026,105,93,27,2,2,12,22,0.29,0.371,0.43,0.801,0.14,0.362,0.247,0.391,0.356,0.323,86.5,8.0,7.0,13,15,2026,Meckler,Wade,Wade Meckler,wademeckler,-0.032999999999999974,11.720000000000002,-0.062
"Andujar, Miguel",609280,2025,341,321,102,10,1,17,49,0.318,0.352,0.47,0.822,0.152,0.312,0.256,0.374,0.325,0.291,87.95,11.0,4.5,36,44,2025,Andujar,Miguel,Miguel Andujar,miguelandujar,-0.03400000000000003,11.400000000000002,-0.01200000000000001
"Williamson, Ben",810938,2025,295,277,70,1,5,15,64,0.253,0.294,0.31,0.604,0.057,0.31,0.247,0.33,0.276,0.284,88.3,3.1,2.4,36,21,2025,Williamson,Ben,Ben Williamson,benwilliamson,0.007999999999999952,11.219999999999988,-0.010000000000000009
"Rocchio, Brayan",677587,2025,383,344,80,5,8,22,77,0.233,0.29,0.34,0.63,0.107,0.29,0.251,0.358,0.302,0.302,87.2,11.0,3.0,34,44,2025,Rocchio,Brayan,Brayan Rocchio,brayanrocchio,0.0,10.940000000000005,0.010000000000000009
"Gonzales, Nick",693304,2025,408,381,99,5,0,21,73,0.26,0.299,0.362,0.661,0.102,0.332,0.27,0.38,0.304,0.306,87.3,9.1,3.8,39,30,2025,Gonzales,Nick,Nick Gonzales,nickgonzales,0.0020000000000000018,10.879999999999992,-0.03200000000000003
"Freeman, Tyler",671289,2025,428,377,106,2,18,34,51,0.281,0.354,0.361,0.715,0.08,0.314,0.272,0.358,0.324,0.321,88.85,7.9,1.7,50,31,2025,Freeman,Tyler,Tyler Freeman,tylerfreeman,-0.0030000000000000027,10.579999999999988,-0.014000000000000012
"Ruiz, Esteury",665923,2026,92,77,21,4,14,9,25,0.273,0.374,0.545,0.919,0.272,0.347,0.222,0.367,0.394,0.316,86.9,26.1,7.5,19,9,2026,Ruiz,Esteury,Esteury Ruiz,esteuryruiz,-0.07800000000000001,10.530000000000012,-0.046999999999999986
"Martin, Austin",668885,2025,181,156,44,1,11,22,31,0.282,0.374,0.365,0.739,0.083,0.324,0.26,0.364,0.324,0.328,86.45,9.7,3.95,22,7,2025,Martin,Austin,Austin Martin,austinmartin,0.0040000000000000036,10.480000000000006,-0.02400000000000002
"Susac, Daniel",691740,2026,115,103,27,0,1,6,27,0.262,0.31,0.33,0.64,0.068,0.346,0.248,0.331,0.286,0.286,86.4,16.8,5.0,5,14,2026,Susac,Daniel,Daniel Susac,danielsusac,0.0,10.220000000000013,-0.045999999999999985
"Tolbert, Tyler",686475,2025,57,50,14,1,21,1,11,0.28,0.321,0.38,0.701,0.1,0.334,0.255,0.321,0.291,0.314,86.655,11.3,3.24,19,6,2025,Tolbert,Tyler,Tyler Tolbert,tylertolbert,0.02300000000000002,10.210000000000004,-0.03400000000000003
"McKinstry, Zach",656716,2025,511,452,117,12,19,46,111,0.259,0.333,0.438,0.771,0.179,0.262,0.226,0.317,0.289,0.284,85.3,14.1,4.2,68,49,2025,McKinstry,Zach,Zach McKinstry,zachmckinstry,-0.0050000000000000044,10.179999999999993,0.03799999999999998
"Gonzalez, Jacob",694378,2026,65,57,13,2,0,6,16,0.228,0.323,0.351,0.674,0.123,0.282,0.209,0.324,0.307,0.288,88.0,17.5,2.5,5,5,2026,Gonzalez,Jacob,Jacob Gonzalez,jacobgonzalez,-0.019000000000000017,10.139999999999999,0.018000000000000016
"Callihan, Tyler",682997,2026,56,47,12,2,1,7,16,0.255,0.357,0.511,0.868,0.256,0.333,0.194,0.339,0.372,0.292,84.7,28.1,9.4,8,9,2026,Callihan,Tyler,Tyler Callihan,tylercallihan,-0.08000000000000002,9.990000000000002,-0.03300000000000003
"Duran, Ezequiel",677649,2025,219,205,46,0,11,8,55,0.224,0.266,0.293,0.559,0.069,0.319,0.232,0.327,0.286,0.273,87.1,15.2,4.05,16,14,2025,Duran,Ezequiel,Ezequiel Duran,ezequielduran,-0.012999999999999956,9.769999999999992,-0.019000000000000017
"Meidroth, Chase",805367,2025,505,450,114,5,14,45,72,0.253,0.329,0.32,0.649,0.067,0.326,0.242,0.329,0.308,0.292,87.95,6.7,3.15,54,23,2025,Meidroth,Chase,Chase Meidroth,chasemeidroth,-0.016000000000000014,9.460000000000003,-0.026000000000000023
"Palacios, Richie",680700,2026,192,166,39,1,7,22,37,0.235,0.333,0.313,0.646,0.078,0.295,0.238,0.316,0.298,0.3,86.4,13.6,3.1,23,21,2026,Palacios,Richie,Richie Palacios,richiepalacios,0.0020000000000000018,9.41000000000001,0.0050000000000000044
"Vázquez, Christian",543877,2025,214,190,36,3,1,18,35,0.189,0.271,0.274,0.545,0.085,0.225,0.202,0.286,0.258,0.253,85.85,15.3,2.65,14,14,2025,Vázquez,Christian,Christian Vázquez,christianvazquez,-0.0050000000000000044,9.409999999999986,0.07499999999999998
"Fortes, Nick",663743,2025,242,218,50,5,1,14,47,0.229,0.296,0.349,0.645,0.12,0.275,0.228,0.32,0.282,0.271,86.75,13.4,2.95,19,21,2025,Fortes,Nick,Nick Fortes,nickfortes,-0.010999999999999954,9.190000000000003,0.024999999999999967
"Lawlar, Jordan",691783,2025,74,66,12,0,2,6,26,0.182,0.257,0.288,0.545,0.106,0.343,0.228,0.338,0.306,0.295,86.78,17.2,4.328,9,5,2025,Lawlar,Jordan,Jordan Lawlar,jordanlawlar,-0.01100000000000001,9.085999999999999,-0.04300000000000004
"Dubón, Mauricio",643289,2025,398,369,89,7,3,24,42,0.241,0.289,0.355,0.644,0.114,0.274,0.26,0.368,0.303,0.299,85.4,13.1,3.3,43,33,2025,Dubón,Mauricio,Mauricio Dubón,mauriciodubon,-0.0040000000000000036,8.360000000000008,0.025999999999999968
"Sanoja, Javier",691594,2025,342,313,76,6,6,19,41,0.243,0.287,0.396,0.683,0.153,0.264,0.245,0.322,0.29,0.271,87.75,10.8,1.55,40,38,2025,Sanoja,Javier,Javier Sanoja,javiersanoja,-0.01899999999999996,8.300000000000002,0.035999999999999976
"Hicks, Liam",689414,2025,390,332,82,6,2,43,56,0.247,0.346,0.346,0.692,0.099,0.271,0.246,0.356,0.337,0.316,85.05,10.6,4.0,37,45,2025,Hicks,Liam,Liam Hicks,liamhicks,-0.02100000000000002,8.18999999999999,0.02899999999999997
"Isbel, Kyle",664728,2025,409,368,94,4,4,23,74,0.255,0.301,0.353,0.654,0.098,0.306,0.228,0.306,0.288,0.263,88.2,8.7,2.35,42,33,2025,Isbel,Kyle,Kyle Isbel,kyleisbel,-0.024999999999999967,8.06000000000001,-0.006000000000000005
"Song, Sung-Mun",823550,2026,61,54,12,0,6,7,12,0.222,0.311,0.259,0.57,0.037,0.286,0.19,0.279,0.268,0.259,84.5,14.2,4.8,7,6,2026,Song,Sung-Mun,Sung-Mun Song,sungmunsong,-0.009000000000000008,7.76,0.014000000000000012
"Lukes, Nathan",664770,2025,438,388,99,12,2,38,60,0.255,0.323,0.407,0.73,0.152,0.308,0.264,0.368,0.326,0.305,87.05,11.2,2.8,55,65,2025,Lukes,Nathan,Nathan Lukes,nathanlukes,-0.02100000000000002,7.719999999999992,-0.008000000000000007
"Cabrera, Oswaldo",665828,2025,122,107,26,1,0,11,25,0.243,0.322,0.308,0.63,0.065,0.305,0.244,0.297,0.286,0.284,89.1,8.8,0.0,17,11,2025,Cabrera,Oswaldo,Oswaldo Cabrera,oswaldocabrera,-0.0020000000000000018,7.469999999999988,-0.0050000000000000044
"Caballero, José",676609,2025,370,314,74,5,49,47,98,0.236,0.339,0.347,0.686,0.111,0.309,0.227,0.337,0.314,0.293,85.1,17.4,4.65,52,36,2025,Caballero,José,José Caballero,josecaballero,-0.02100000000000002,7.229999999999988,-0.009000000000000008
"Arroyo, Edwin",695490,2026,61,55,13,0,0,3,14,0.236,0.295,0.273,0.568,0.037,0.31,0.291,0.346,0.261,0.311,86.7,15.8,0.0,6,2,2026,Arroyo,Edwin,Edwin Arroyo,edwinarroyo,0.04999999999999999,7.1200000000000045,-0.010000000000000009
"Keaschall, Luke",807712,2025,207,182,55,4,14,19,29,0.302,0.382,0.445,0.827,0.143,0.315,0.248,0.36,0.329,0.31,85.35,10.5,4.2,25,28,2025,Keaschall,Luke,Luke Keaschall,lukekeaschall,-0.019000000000000017,7.029999999999986,-0.015000000000000013
"Peters, Tristan",671976,2026,226,201,58,4,4,17,40,0.289,0.351,0.453,0.804,0.164,0.342,0.246,0.365,0.352,0.301,86.6,15.3,4.8,25,24,2026,Peters,Tristan,Tristan Peters,tristanpeters,-0.05099999999999999,6.639999999999986,-0.04200000000000004
"Robles, Victor",645302,2025,114,106,26,1,6,3,26,0.245,0.281,0.33,0.611,0.085,0.292,0.213,0.313,0.254,0.249,84.4,6.8,4.4,12,9,2025,Robles,Victor,Victor Robles,victorrobles,-0.0050000000000000044,6.5800000000000125,0.008000000000000007
"Frelick, Sal",686217,2025,594,528,152,12,19,47,80,0.288,0.351,0.405,0.756,0.117,0.284,0.248,0.329,0.307,0.29,85.75,12.1,2.75,76,63,2025,Frelick,Sal,Sal Frelick,salfrelick,-0.017000000000000015,6.239999999999998,0.016000000000000014
"Call, Alex",669743,2025,322,270,72,5,2,36,55,0.267,0.361,0.385,0.746,0.118,0.312,0.23,0.322,0.331,0.304,86.0,12.4,3.4,43,31,2025,Call,Alex,Alex Call,alexcall,-0.027000000000000024,6.119999999999997,-0.01200000000000001
"Walls, Taylor",670764,2025,317,282,62,4,14,26,70,0.22,0.28,0.319,0.599,0.099,0.29,0.198,0.279,0.274,0.258,85.65,15.1,3.1,36,38,2025,Walls,Taylor,Taylor Walls,taylorwalls,-0.016000000000000014,5.880000000000011,0.010000000000000009
"Freeman, Cody",683227,2025,121,114,26,3,1,5,19,0.228,0.258,0.342,0.6,0.114,0.262,0.222,0.296,0.257,0.246,84.468,10.6,3.444,13,15,2025,Freeman,Cody,Cody Freeman,codyfreeman,-0.01100000000000001,5.764000000000005,0.03799999999999998
"Wagner, Will",695238,2025,149,129,29,0,1,17,28,0.225,0.324,0.279,0.603,0.054,0.311,0.262,0.319,0.31,0.33,85.64,9.1,1.2,15,7,2025,Wagner,Will,Will Wagner,willwagner,0.020000000000000018,5.330000000000003,-0.01100000000000001
"Kwan, Steven",680757,2025,693,625,170,11,21,55,60,0.272,0.33,0.374,0.704,0.102,0.26,0.262,0.338,0.292,0.308,84.65,15.6,1.15,81,56,2025,Kwan,Steven,Steven Kwan,stevenkwan,0.016000000000000014,5.040000000000012,0.03999999999999998
"Crawford, Justin",702222,2026,246,228,55,2,9,16,53,0.241,0.297,0.333,0.63,0.092,0.306,0.242,0.303,0.283,0.271,86.7,3.0,1.1,22,16,2026,Crawford,Justin,Justin Crawford,justincrawford,-0.011999999999999955,3.7600000000000096,-0.006000000000000005
"Millas, Drew",686452,2025,55,49,15,0,2,4,7,0.306,0.358,0.449,0.807,0.143,0.29,0.247,0.326,0.298,0.289,84.0,8.5,2.95,6,7,2025,Millas,Drew,Drew Millas,drewmillas,-0.009000000000000008,3.4600000000000004,0.010000000000000009
"Clement, Ernie",676391,2025,588,545,151,9,6,27,61,0.277,0.313,0.398,0.711,0.121,0.304,0.256,0.351,0.318,0.279,86.0,17.9,2.5,83,50,2025,Clement,Ernie,Ernie Clement,ernieclement,-0.03899999999999998,3.2600000000000025,-0.0040000000000000036
"Sogard, Nick",686765,2025,104,96,25,0,2,5,24,0.26,0.317,0.344,0.661,0.084,0.332,0.253,0.346,0.307,0.302,84.196,11.6,3.304,13,9,2025,Sogard,Nick,Nick Sogard,nicksogard,-0.0050000000000000044,3.039999999999993,-0.03200000000000003
"Lockridge, Brandon",663604,2025,148,134,31,0,10,8,36,0.231,0.276,0.299,0.575,0.068,0.364,0.234,0.299,0.289,0.272,86.65,2.3,2.3,17,11,2025,Lockridge,Brandon,Brandon Lockridge,brandonlockridge,-0.01699999999999996,2.7800000000000145,-0.064
"Fermín, José",665877,2025,70,60,17,1,2,8,10,0.283,0.377,0.417,0.794,0.134,0.316,0.262,0.354,0.338,0.31,86.55,16.0,1.0,5,9,2025,Fermín,José,José Fermín,josefermin,-0.028000000000000025,2.259999999999992,-0.016000000000000014
"Misner, Kameron",670224,2025,217,197,42,5,8,16,69,0.213,0.273,0.345,0.618,0.132,0.357,0.198,0.294,0.275,0.242,85.56,15.0,3.71,27,22,2025,Misner,Kameron,Kameron Misner,kameronmisner,-0.03300000000000003,1.8900000000000023,-0.056999999999999995
"Heineman, Tyler",623168,2025,174,149,43,3,2,12,31,0.289,0.361,0.416,0.777,0.127,0.274,0.214,0.277,0.274,0.257,83.15,19.1,2.35,25,20,2025,Heineman,Tyler,Tyler Heineman,tylerheineman,-0.017000000000000015,0.08000000000000895,0.025999999999999968
"Allen, Nick",669397,2025,416,371,82,0,8,31,99,0.221,0.284,0.251,0.535,0.03,0.299,0.221,0.275,0.26,0.25,84.85,13.3,0.95,32,22,2025,Allen,Nick,Nick Allen,nickallen,-0.010000000000000009,-0.1500000000000128,0.0010000000000000009
"Kiner-Falefa, Isiah",643396,2025,459,431,113,2,15,17,77,0.262,0.297,0.334,0.631,0.072,0.314,0.261,0.328,0.298,0.287,83.45,4.0,2.2,45,40,2025,Kiner-Falefa,Isiah,Isiah Kiner-Falefa,isiahkinerfalefa,-0.01100000000000001,-0.5399999999999965,-0.014000000000000012
"Wilson, Jacob",805779,2025,523,486,151,13,5,27,39,0.311,0.355,0.444,0.799,0.133,0.308,0.27,0.35,0.328,0.292,84.4,8.8,1.95,62,63,2025,Wilson,Jacob,Jacob Wilson,jacobwilson,-0.03600000000000003,-0.7399999999999913,-0.008000000000000007
"Mangum, Jake",663968,2025,428,405,120,3,27,19,64,0.296,0.33,0.368,0.698,0.072,0.356,0.256,0.332,0.31,0.278,85.45,-0.7,2.05,37,40,2025,Mangum,Jake,Jake Mangum,jakemangum,-0.03199999999999997,-0.7999999999999918,-0.055999999999999994
"DeLuca, Jonny",676356,2025,59,57,19,0,6,2,13,0.333,0.356,0.456,0.812,0.123,0.37,0.248,0.348,0.334,0.274,85.45,10.3,3.35,5,4,2025,DeLuca,Jonny,Jonny DeLuca,jonnydeluca,-0.06,-1.2199999999999944,-0.07
"Frazier, Adam",624428,2025,459,419,112,7,8,26,81,0.267,0.319,0.365,0.684,0.098,0.31,0.21,0.287,0.292,0.258,84.4,14.5,1.9,43,44,2025,Frazier,Adam,Adam Frazier,adamfrazier,-0.033999999999999975,-1.4599999999999866,-0.010000000000000009
"Simpson, Chandler",802415,2025,441,414,122,0,44,20,43,0.295,0.326,0.345,0.671,0.05,0.313,0.269,0.308,0.288,0.276,84.2,0.5,0.0,53,26,2025,Simpson,Chandler,Chandler Simpson,chandlersimpson,-0.011999999999999955,-3.6899999999999906,-0.013000000000000012
"Rivero, Sebastián",665861,2026,57,53,13,0,0,3,12,0.245,0.286,0.283,0.569,0.038,0.317,0.256,0.299,0.258,0.267,82.0,19.2,0.0,5,8,2026,Rivero,Sebastián,Sebastián Rivero,sebastianrivero,0.009000000000000008,-6.790000000000001,-0.017000000000000015
"Lopez, Nicky",670032,2026,84,78,24,1,2,3,12,0.308,0.341,0.359,0.7,0.051,0.354,0.249,0.302,0.314,0.263,84.6,1.3,0.0,8,6,2026,Lopez,Nicky,Nicky Lopez,nickylopez,-0.05099999999999999,-8.320000000000007,-0.05399999999999999
"Williams, Alika",675961,2026,56,53,16,1,0,2,16,0.302,0.327,0.472,0.799,0.17,0.417,0.2,0.26,0.346,0.217,87.8,18.9,0.0,8,6,2026,Williams,Alika,Alika Williams,alikawilliams,-0.12899999999999998,-12.230000000000002,-0.11699999999999999
