"last_name, first_name",player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,walk,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,babip,b_rbi,b_total_bases,r_total_stolen_base,b_ab_scoring,b_game,b_intent_walk,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,xbadiff,xslgdiff,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,attack_angle,attack_direction,ideal_angle_rate,vertical_swing_path,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Alexander, Blaze",677942,2024,25,166,185,41,31,7,0,3,15,8.1,0.247,0.343,0.321,0.664,0.096,0.333,21,57,3,48,61,0,,0.203,0.29,0.298,0.262,0.281,0.087,0.044,0.053,73.1,30.4,11.5,8.1,28.2,19.9,7.3,6,7.2,4.8,37.8,34.3,88.5,8.5,22.9,3.4,5.9,34.7
"Hernaiz, Darell",687231,2024,22,120,135,23,19,3,0,1,11,8.1,0.192,0.242,0.261,0.503,0.05,0.234,12,29,1,23,48,0,,0.227,0.285,0.23,0.276,0.301,0.058,-0.035,-0.043,68.6,4.1,13.2,10.4,37.1,29.0,7.1,6,4.9,-0.6,47.7,29.1,87.1,10.8,30.2,1.0,2.1,33.3
"Lopez, Nicky",670032,2024,29,398,445,96,80,12,3,1,37,8.3,0.241,0.294,0.312,0.606,0.053,0.288,21,117,5,78,124,0,,0.227,0.291,0.275,0.273,0.299,0.064,0.014,0.003,64.2,0.5,3.1,2.5,39.7,32.3,6.7,16,8.7,8.1,60.3,27.9,85.0,5.6,30.0,1.5,1.5,16.9
"Bogaerts, Xander",593428,2024,31,428,463,113,86,15,1,11,28,6.0,0.264,0.381,0.307,0.688,0.117,0.297,44,163,13,84,111,0,,0.26,0.386,0.3,0.308,0.306,0.126,0.004,-0.005,70.7,15.3,12.9,10.7,37.0,30.8,7.2,9,10.2,-2.8,53.9,31.6,88.1,10.9,32.1,5.1,3.4,33.2
"Taylor, Tyrone",621438,2024,30,319,345,79,47,22,3,7,19,5.5,0.248,0.401,0.299,0.7,0.153,0.309,35,128,11,91,130,1,,0.246,0.4,0.304,0.305,0.298,0.153,0.002,0.001,70.5,6.8,14.2,11.3,33.9,27.1,7.6,8,11.1,-7.0,57.0,35.4,87.3,16.8,34.9,7.1,7.5,35.3
"Schneider, Davis",676914,2024,25,397,454,76,43,19,1,13,47,10.4,0.191,0.343,0.282,0.625,0.152,0.257,46,136,6,88,135,0,,0.195,0.367,0.277,0.293,0.288,0.172,-0.004,-0.024,69.8,6.1,10.4,7.6,30.1,22.0,6.9,25,17.4,-1.1,52.3,33.1,88.6,21.4,38.0,12.0,6.6,38.0
"Wagaman, Eric",676572,2024,26,72,74,18,11,5,0,2,2,2.7,0.25,0.403,0.27,0.673,0.153,0.302,10,29,0,20,18,0,,0.267,0.429,0.29,0.31,0.287,0.162,-0.017,-0.026,71.1,18.2,9.2,7.3,31.0,24.5,6.9,3,2.6,5.5,35.1,29.5,91.7,8.3,38.2,5.5,12.7,40.0
"McCann, Kyle",668832,2024,26,140,157,33,24,4,0,5,16,10.2,0.236,0.371,0.318,0.689,0.135,0.368,15,52,0,31,54,1,,0.183,0.363,0.304,0.279,0.272,0.18,0.053,0.008,73.6,37.2,16.8,9.6,35.0,20.0,7.8,9,18.2,-2.9,42.4,33.5,89.6,12.5,30.9,12.3,8.6,38.3
"Profar, Jurickson",595777,2024,31,564,668,158,105,29,0,24,76,11.4,0.28,0.459,0.38,0.839,0.179,0.302,85,259,10,106,158,4,,0.279,0.451,0.365,0.366,0.381,0.171,0.001,0.008,71.7,22.7,12.9,10.8,32.4,27.1,7.3,12,8.9,-3.0,50.4,32.5,91.1,13.4,31.3,7.2,4.9,44.4
"Rodríguez, Johnathan",671286,2024,24,31,40,4,3,1,0,0,9,22.5,0.129,0.161,0.325,0.486,0.032,0.235,5,5,0,8,13,0,,0.134,0.157,0.253,0.26,0.329,0.023,-0.005,0.004,76.2,66.2,20.0,12.3,27.5,16.9,8.3,2,9.9,-2.5,27.7,33.0,91.3,-10.8,11.8,0.0,0.0,47.1
"McKinney, Billy",641856,2024,29,25,28,5,4,1,0,0,2,7.1,0.2,0.24,0.286,0.526,0.04,0.417,2,6,0,9,10,0,,0.161,0.236,0.246,0.232,0.251,0.075,0.039,0.004,68.6,6.3,8.0,4.2,32.0,16.7,6.9,1,13.3,-3.2,37.5,36.2,86.0,-0.4,33.3,8.3,0.0,33.3
"Laureano, Ramón",657656,2024,29,286,309,74,46,16,1,11,15,4.9,0.259,0.437,0.311,0.748,0.178,0.35,33,125,8,71,98,0,,0.229,0.438,0.324,0.313,0.284,0.209,0.03,-0.001,72.7,30.2,13.8,9.6,29.5,20.6,7.2,17,17.1,-1.9,45.0,36.8,89.2,13.3,38.7,12.6,6.8,40.8
"Lindor, Francisco",596019,2024,30,618,689,169,96,39,1,33,56,8.1,0.273,0.5,0.344,0.844,0.227,0.295,91,309,29,124,152,0,,0.278,0.539,0.363,0.381,0.349,0.26,-0.005,-0.039,72.4,23.6,18.2,14.0,37.3,28.7,7.6,13,13.0,-1.5,56.0,34.2,90.9,17.0,35.4,13.6,5.7,47.4
"Estrada, Thairo",642731,2024,28,364,381,79,53,15,2,9,10,2.6,0.217,0.343,0.247,0.59,0.126,0.249,47,125,2,95,96,0,,0.224,0.342,0.256,0.265,0.255,0.118,-0.007,0.001,71.0,14.3,11.9,10.0,33.8,28.4,7.2,17,11.1,-4.8,61.0,30.3,86.2,10.5,30.3,4.8,5.9,31.7
"Luciano, Marco",682617,2024,22,76,81,16,10,5,1,0,5,6.2,0.211,0.303,0.259,0.562,0.092,0.333,3,23,0,16,27,0,,0.238,0.368,0.248,0.288,0.285,0.13,-0.027,-0.065,73.7,40.7,14.1,10.2,29.4,21.2,7.1,4,7.7,1.0,49.2,32.7,87.9,12.4,41.7,6.3,14.6,45.8
"Lopez, Otto",672640,2024,25,403,434,109,79,23,1,6,25,5.8,0.27,0.377,0.313,0.69,0.107,0.318,39,152,20,77,117,0,,0.272,0.402,0.302,0.317,0.315,0.129,-0.002,-0.025,70.7,14.0,14.2,11.2,37.9,30.1,6.6,19,6.0,1.8,48.2,30.6,88.0,5.4,30.4,5.1,4.8,38.9
"Rortvedt, Ben",666163,2024,26,290,328,66,50,13,0,3,34,10.4,0.228,0.303,0.317,0.62,0.075,0.317,31,88,1,86,112,0,,0.202,0.291,0.283,0.269,0.294,0.089,0.026,0.012,69.7,5.2,7.7,5.6,32.1,23.5,7.1,7,10.9,0.3,59.0,29.2,86.2,11.9,30.2,3.5,3.0,30.7
"Hernández, Teoscar",606192,2024,31,589,652,160,93,32,2,33,53,8.1,0.272,0.501,0.339,0.84,0.229,0.344,99,295,12,170,154,3,,0.245,0.493,0.36,0.347,0.316,0.248,0.027,0.008,73.2,31.7,18.5,12.5,29.6,19.9,7.8,29,9.1,0.9,51.5,32.7,90.6,10.3,33.8,14.9,7.5,46.8
"Bichette, Bo",666182,2024,26,311,336,70,49,16,1,4,20,6.0,0.225,0.322,0.277,0.599,0.097,0.269,31,100,5,66,81,1,,0.248,0.377,0.264,0.303,0.301,0.129,-0.023,-0.055,70.4,14.2,14.8,11.7,32.7,25.9,7.3,10,3.3,-0.2,31.9,38.0,89.2,7.2,31.3,4.4,7.2,43.5
"Sogard, Nick",686765,2024,26,77,86,21,17,4,0,0,7,8.1,0.273,0.325,0.326,0.651,0.052,0.389,8,25,3,18,31,0,,0.277,0.361,0.289,0.309,0.332,0.084,-0.004,-0.036,65.9,0.7,8.0,6.2,30.4,23.4,6.9,5,15.7,0.9,48.3,37.4,87.4,15.7,48.1,1.9,5.6,31.5
"Shenton, Austin",668853,2024,26,42,50,9,3,5,0,1,8,16.0,0.214,0.405,0.34,0.745,0.191,0.296,3,17,0,11,19,0,,0.199,0.3,0.33,0.291,0.328,0.1,0.015,0.105,68.9,1.6,6.5,4.7,34.8,25.0,7.2,0,15.8,4.8,64.1,40.6,83.9,15.5,50.0,3.6,7.1,25.0
"Horwitz, Spencer",687462,2024,26,328,381,87,56,19,0,12,42,11.0,0.265,0.433,0.357,0.79,0.168,0.3,40,142,0,71,97,2,,0.25,0.427,0.344,0.34,0.346,0.177,0.015,0.006,69.5,9.5,11.1,9.1,33.5,27.3,7.0,10,9.4,2.6,44.7,37.9,88.2,13.7,37.4,8.0,8.4,36.6
"Gonzales, Nick",693304,2024,25,359,387,97,68,19,3,7,18,4.7,0.27,0.398,0.311,0.709,0.128,0.319,49,143,5,86,94,1,,0.269,0.415,0.307,0.322,0.313,0.146,0.001,-0.017,71.1,12.9,14.0,10.8,32.8,25.4,7.3,16,11.8,-0.4,56.4,32.6,87.9,13.0,34.1,7.9,4.5,36.9
"Bart, Joey",663698,2024,27,253,282,67,43,11,0,13,22,7.8,0.265,0.462,0.337,0.799,0.197,0.321,45,117,0,70,80,0,,0.246,0.448,0.347,0.336,0.321,0.202,0.019,0.014,74.8,51.0,16.2,12.0,29.0,21.4,7.5,10,11.3,-4.4,44.4,35.6,88.1,10.5,32.6,9.4,3.3,38.7
"Del Castillo, Adrian",680728,2024,24,80,87,25,16,5,0,4,7,8.0,0.313,0.525,0.368,0.893,0.212,0.438,19,42,1,26,25,0,,0.215,0.4,0.384,0.298,0.278,0.185,0.098,0.125,72.4,17.4,10.6,7.4,29.8,20.8,7.2,5,13.1,-0.3,44.3,35.4,87.6,18.3,36.5,11.5,3.8,34.6
"Jankowski, Travis",608671,2024,33,190,207,38,32,5,0,1,12,5.8,0.2,0.242,0.266,0.508,0.042,0.255,12,46,11,35,104,0,,0.207,0.256,0.234,0.245,0.272,0.049,-0.007,-0.014,67.0,1.9,5.2,4.2,33.3,26.8,6.5,7,-1.1,-6.2,23.5,35.1,85.4,5.9,25.3,0.7,2.7,24.7
"Trejo, Alan",676701,2024,28,63,67,9,9,0,0,0,2,3.0,0.143,0.143,0.182,0.325,0.0,0.188,1,9,0,8,28,0,,0.19,0.264,0.152,0.22,0.226,0.075,-0.047,-0.121,66.0,2.1,6.5,5.2,41.6,33.0,7.1,2,12.7,-1.4,58.8,35.5,86.5,13.4,26.5,2.0,4.1,24.5
